L1;D set_k_time 1293179372
L11157;D181 added 4 years 2201-10-04
L11158;D181 -= 9 2201-09-25
L11159; D181 month_name=september
L11160; D380 printed 2201-11-08
L11161; D380>=D266 TRUE
L11162;D397=D284 2068-06-03
L11163;D397 -- 2068-06-02
L11164; D397 month_name=june
L11165; D397 days_this_month=30
L11166; D397>=D480 TRUE
L11167;D412 += -2 1924-11-09
L11168; D412 week_day=7
L11169;D547 added -10 months 2266-01-26
L11170;D547 -- 2266-01-25
L11171; D547 printed 2266-01-25
L11172; D547 week_day_name=thursday
L11173; D254 printed 2147-10-09
L11174;D53 added -5 months 1993-09-16
L11175;D53 added 0 months 1993-10-16
L11176;D47 added 7 months 2088-07-01
L11177; D47 printed 2088-07-01
L11178; D39 == D191 FALSE
L11179; D39 year=2060
L11180;D321 added -9 months 2342-07-28
L11181; D321<=D551 FALSE
L11182; D321 month_name=july
L11183; D321 week_day=2
L11184; D321 days_this_month=31
L11185;D52 -- 2118-02-27
L11186;D52 added -3 years 2115-02-27
L11187; D52 day=27
L11188; D52 == D326 FALSE
L11189; D52>D583 FALSE
L11190;D239 += 7 1898-10-03
L11191;D239 added 0 months 1898-11-03
L11192; D239 week_day=4
L11193; D239>=D563 FALSE
L11194; D239 mod_julian_day=14596
L11195; D239 day=3
L11196; D421>D524 FALSE
L11197; D421>=D399 FALSE
L11198; D421<D60 TRUE
L11199; D421<=D86 TRUE
L11200;D50=D61 2152-02-29
L11201; D50 != D493 TRUE
L11202; D50 week_day=2
L11203; D50<=D326 TRUE
L11204; D402 days_this_month=31
L11205;D198 added 0 years 1949-02-25
L11206; D198 mod_julian_day=32972
L11207; D198 month_name=february
L11208; D412 month=11
L11209; D412<=D320 TRUE
L11210; D412 month_name=november
L11211; D241 mod_julian_day=159008
L11212; D241 month_name=march
L11213; D241 day=24
L11214; D241 printed 2294-03-24
L11215;D585 added 0 months 1956-03-24
L11216;D585 ++ 1956-03-25
L11217; D585 day=25
L11218; D585 year=1956
L11219; D585 week_day_name=sunday
L11220;D175=D564 2216-06-26
L11221;D355 -- 2167-08-09
L11222;D355 added -6 months 2167-02-09
L11223; D355 mod_julian_day=112579
L11224;D580 += -3 2232-07-10
L11225;D580 added 0 months 2232-08-10
L11226; D71 week_day=3
L11227;D576 added 0 years 2383-07-09
L11228; D576 year=2383
L11229; D576 == D423 FALSE
L11230; D576 != D437 TRUE
L11231; D576 mod_julian_day=191621
L11232;D205 added 0 months 2028-03-29
L11233;D205 added 5 years 2033-03-29
L11234; D205 month_name=march
L11235; D205 week_day_name=tuesday
L11236; D205 mod_julian_day=63685
L11237; D205>D581 TRUE
L11238;D36 -- 2044-05-29
L11239;D36 added -6 months 2043-11-29
L11240; D36 != D145 TRUE
L11241; D36<=D480 FALSE
L11242;D317 += 5 2314-05-31
L11243;D317 added 0 years 2315-05-31
L11244; D317 == D150 FALSE
L11245; D317 != D302 TRUE
L11246; D317 day=31
L11247; D415-D420 = -95258
L11248; D415 year=1922
L11249;D580 added 0 years 2233-08-10
L11250; D580 != D176 TRUE
L11251;D327 -= -4 2128-05-25
L11252; D327 month_name=may
L11253; D327-D301 = -74886
L11254; D327<D463 TRUE
L11255; D327 week_day_name=tuesday
L11256; D218 year=2058
L11257;D9 ++ 1963-01-29
L11258; D9 week_day_name=tuesday
L11259; D9 != D420 TRUE
L11260;D250 ++ 2040-10-01
L11261;D250 added -5 months 2040-05-01
L11262; D250>D387 FALSE
L11263; D250>=D221 FALSE
L11264; D250 mod_julian_day=66275
L11265; D239 == D220 FALSE
L11266; D239 day=3
L11267; D239-D303 = -151765
L11268; D239>=D132 FALSE
L11269;D162 ++ 2263-11-21
L11270;D162 -- 2263-11-20
L11271; D162 week_day_name=friday
L11272; D162 printed 2263-11-20
L11273;D525 added -10 years 2379-03-25
L11274; D525 week_day=7
L11275;D545 -- 2169-01-28
L11276; D545 month=1
L11277; D545>D117 FALSE
L11278; D545<=D477 TRUE
L11279; D545 != D231 TRUE
L11280;D272 -- 1998-05-03
L11281;D272 ++ 1998-05-04
L11282; D272 month_name=may
L11283; D272>D499 FALSE
L11284; D272 days_this_month=31
L11285;D476 added 0 months 2332-12-30
L11286; D476-D238 = -7481
L11287;D118 added 0 years 2170-07-09
L11288; D118 week_day=1
L11289; D118 month=7
L11290; D118>D341 FALSE
L11291;D551 added -6 months 2018-10-28
L11292; D551<D168 FALSE
L11293; D551-D526 = -136623
L11294;D571 ++ 1922-01-03
L11295;D152=D491 2327-11-02
L11296; D152>D381 TRUE
L11297; D41 == D378 FALSE
L11298; D41 mod_julian_day=76140
L11299; D41<=D524 TRUE
L11300; D106 week_day_name=thursday
L11301; D317 != D184 TRUE
L11302;D77=D484 2220-02-29
L11303;D77 += 6 2220-03-06
L11304; D77 month=3
L11305; D77 year=2220
L11306; D77 != D382 TRUE
L11307;D498=D90 2023-06-08
L11308;D498 added 2 years 2025-06-08
L11309;D407 -= 4 1988-11-27
L11310;D407 -- 1988-11-26
L11311; D407 year=1988
L11312; D407 days_this_month=30
L11313; D407 == D435 FALSE
L11314; D407 week_day=6
L11315;D264 added 0 years 2069-10-18
L11316; D264 days_this_month=31
L11317; D264<D156 TRUE
L11318; D264>=D376 TRUE
L11319; D264>D28 TRUE
L11320;D193 added 0 years 2040-08-01
L11321;D193 added 0 months 2040-09-01
L11322; D193 printed 2040-09-01
L11323; D193 day=1
L11324; D193 week_day=6
L11325;D294 += -3 2118-02-27
L11326; D294 != D312 TRUE
L11327; D294>D490 TRUE
L11328;D416 added -6 years 1935-03-24
L11329;D416 added 0 months 1935-04-24
L11330; D416 month_name=april
L11331; D416>D489 FALSE
L11332; D416 year=1935
L11333;D89 ++ 2336-03-07
L11334; D89>=D157 TRUE
L11335; D198 week_day_name=friday
L11336; D198-D13 = -2854
L11337; D295 month=7
L11338; D295 != D69 TRUE
L11339; D295 days_this_month=31
L11340; D548 month_name=december
L11341; D548 month=12
L11342; D548 year=2193
L11343;D35 added 7 months 2097-07-03
L11344;D35 -- 2097-07-02
L11345; D35 year=2097
L11346; D35 == D214 FALSE
L11347; D35 mod_julian_day=87156
L11348; D35 printed 2097-07-02
L11349;D213=D360 1952-09-27
L11350; D213 week_day=6
L11351; D213 printed 1952-09-27
L11352; D213-D454 = -50924
L11353; D213>=D52 FALSE
L11354;D288 added -10 months 1912-01-28
L11355; D288>D559 FALSE
L11356;D104=D12 1969-11-01
L11357;D309 added -6 months 2258-04-20
L11358;D309 added 0 years 2259-04-20
L11359; D309 days_this_month=30
L11360; D309>D543 TRUE
L11361; D309<=D575 FALSE
L11362;D252 += 3 2171-05-27
L11363;D252 ++ 2171-05-28
L11364; D252<D89 TRUE
L11365; D252 week_day=2
L11366;D344 ++ 2274-12-11
L11367;D344 += 1 2274-12-12
L11368; D344>D234 TRUE
L11369;D125 += 8 2295-11-08
L11370; D125 printed 2295-11-08
L11371; D125 year=2295
L11372; D125 week_day=5
L11373; D125 day=8
L11374; D341 != D13 TRUE
L11375; D256 month_name=march
L11376; D256>D238 FALSE
L11377; D256<=D279 FALSE
L11378; D347 days_this_month=29
L11379; D347 != D95 TRUE
L11380;D527 -= -2 2408-12-30
L11381;D527 += 8 2409-01-07
L11382; D527>D368 TRUE
L11383; D527 month=1
L11384;D168 added -9 months 1993-12-26
L11385;D168 -= -4 1993-12-30
L11386; D168<=D199 TRUE
L11387; D168 month_name=december
L11388; D168 printed 1993-12-30
L11389; D168 year=1993
L11390; D523 week_day=3
L11391; D523>=D247 TRUE
L11392; D527<=D91 FALSE
L11393; D527 day=7
L11394; D527 week_day_name=wednesday
L11395;D465=D451 2076-04-04
L11396; D465-D581 = 50331
L11397; D465 month_name=april
L11398; D465 != D344 TRUE
L11399; D465 year=2076
L11400; D45<=D310 FALSE
L11401; D45 == D51 FALSE
L11402; D45 printed 2078-02-28
L11403;D142 += 3 2312-02-19
L11404;D142 added 0 years 2312-02-19
L11405; D142 month_name=february
L11406; D142<D397 FALSE
L11407; D142 year=2312
L11408; D142<=D57 FALSE
L11409;D392 -= -9 2335-03-15
L11410; D392-D266 = 72645
L11411; D392 printed 2335-03-15
L11412; D392 == D56 FALSE
L11413;D416 added 10 years 1945-04-24
L11414;D108 added 0 months 2048-04-01
L11415;D108 += 1 2048-04-02
L11416; D108 week_day=4
L11417; D108 month=4
L11418;D368 added 7 years 2112-11-12
L11419;D140 added 0 months 1941-06-11
L11420;D140 -- 1941-06-10
L11421; D140>D118 FALSE
L11422; D140>=D205 FALSE
L11423;D55 ++ 2030-01-29
L11424;D55 added 3 months 2030-04-28
L11425; D55 week_day_name=sunday
L11426; D55 != D178 TRUE
L11427; D55<D57 TRUE
L11428; D55 month_name=april
L11429; D62 != D596 TRUE
L11430; D62 month=2
L11431; D62 week_day_name=tuesday
L11432;D471 ++ 2164-03-02
L11433; D471 year=2164
L11434; D471-D197 = 91320
L11435; D471 != D420 TRUE
L11436; D471 week_day=5
L11437;D49 ++ 2108-12-01
L11438;D49=D430 2038-06-19
L11439; D49 month_name=june
L11440; D49<=D335 TRUE
L11441; D49<D199 TRUE
L11442; D49 week_day_name=saturday
L11443;D482 -- 2214-10-03
L11444; D482<D544 TRUE
L11445; D482 month_name=october
L11446;D248 added 0 months 2209-04-09
L11447;D248 -= -7 2209-04-16
L11448; D248 week_day=7
L11449; D248 == D41 FALSE
L11450; D248 mod_julian_day=127985
L11451;D377 -- 2322-10-24
L11452; D377<D551 FALSE
L11453; D377 week_day_name=tuesday
L11454; D377>D232 FALSE
L11455; D129 week_day_name=friday
L11456; D129<=D125 FALSE
L11457; D129>=D379 TRUE
L11458; D460 month=12
L11459; D460 week_day=1
L11460; D460<D443 FALSE
L11461;D86 added 0 months 2257-07-30
L11462; D86>=D182 TRUE
L11463; D86 month=7
L11464; D86>D363 TRUE
L11465; D86 printed 2257-07-30
L11466; D598<D342 TRUE
L11467; D598 mod_julian_day=37405
L11468; D598 == D155 FALSE
L11469; D598 week_day_name=sunday
L11470;D544 -= -3 2240-04-17
L11471;D544 -- 2240-04-16
L11472; D544 week_day=4
L11473; D412>D94 FALSE
L11474; D412-D449 = -149040
L11475; D412 != D309 TRUE
L11476;D440 -- 2044-03-06
L11477;D440 added 10 years 2054-03-06
L11478;D539 added 0 months 2046-02-17
L11479; D539 month_name=february
L11480;D107 added 2 months 2347-04-21
L11481;D107 ++ 2347-04-22
L11482;D491 -= -8 2327-11-10
L11483; D491 month=11
L11484;D64 += 5 2165-03-05
L11485;D64 added -2 months 2165-01-05
L11486; D64 == D288 FALSE
L11487; D64-D593 = 64196
L11488; D64 month_name=january
L11489;D597 ++ 2402-02-27
L11490;D597 += -5 2402-02-22
L11491;D276 -= -1 2104-05-10
L11492; D276 month_name=may
L11493; D103 mod_julian_day=195122
L11494; D103>D356 TRUE
L11495; D103<D553 FALSE
L11496; D103 != D276 TRUE
L11497;D36 += 2 2043-12-01
L11498;D36 -- 2043-11-30
L11499; D36<=D239 FALSE
L11500; D36 month_name=november
L11501; D36>=D544 FALSE
L11502; D36 week_day=1
L11503;D448 added 0 months 2298-01-08
L11504;D448 -- 2298-01-07
L11505; D448>D35 TRUE
L11506; D448<=D421 FALSE
L11507; D448 == D473 FALSE
L11508;D401 ++ 2240-04-03
L11509;D118 added 0 months 2170-08-09
L11510;D118 -- 2170-08-08
L11511; D118-D324 = 419
L11512; D118 day=8
L11513;D4=D65 2159-10-28
L11514;D4 ++ 2159-10-29
L11515;D570 ++ 1952-05-08
L11516; D570 days_this_month=31
L11517; D570 printed 1952-05-08
L11518; D570<D562 TRUE
L11519; D543 printed 1907-03-31
L11520; D543>D548 FALSE
L11521; D543 mod_julian_day=17665
L11522; D543 month=3
L11523;D0 added 1 years 2175-06-12
L11524;D0 -- 2175-06-11
L11525; D0>=D113 FALSE
L11526; D0-D125 = -43979
L11527; D0 year=2175
L11528; D115>=D128 FALSE
L11529; D425 printed 1984-04-01
L11530; D425>=D541 FALSE
L11531; D425 month_name=april
L11532; D425 month=4
L11533;D513=D421 1967-02-16
L11534; D513 mod_julian_day=39537
L11535; D513 != D256 TRUE
L11536;D8 added -6 months 1941-10-27
L11537; D8 printed 1941-10-27
L11538;D328 += -7 2238-12-03
L11539; D328 printed 2238-12-03
L11540;D225 added -3 months 2393-04-07
L11541;D6=D39 2060-04-03
L11542;D6 += -3 2060-03-31
L11543; D6 days_this_month=31
L11544; D6 day=31
L11545; D6 week_day=3
L11546; D6 printed 2060-03-31
L11547;D3 added 0 years 2010-03-21
L11548;D3 -- 2010-03-20
L11549;D155 -- 2274-02-05
L11550;D598 -- 1961-04-15
L11551;D598 added 0 years 1962-04-15
L11552; D598>D438 FALSE
L11553; D598<D3 TRUE
L11554;D422 += 4 1963-12-24
L11555;D422 ++ 1963-12-25
L11556; D422 mod_julian_day=38388
L11557; D422 days_this_month=31
L11558; D537-D283 = -156994
L11559; D537<D105 TRUE
L11560; D537 == D533 FALSE
L11561; D537>D324 FALSE
L11562;D556 -= 2 2387-11-12
L11563;D556 added 0 months 2387-12-12
L11564; D556 mod_julian_day=193238
L11565; D518 days_this_month=30
L11566; D518 week_day_name=thursday
L11567;D73 added 0 years 2210-01-01
L11568;D73 -- 2209-12-31
L11569; D73>D444 TRUE
L11570; D73 != D526 TRUE
L11571; D229 year=1985
L11572;D376 -- 1945-05-26
L11573; D376>=D209 FALSE
L11574;D314 -- 2189-11-14
L11575;D314 added 0 months 2189-12-14
L11576; D314 day=14
L11577; D314 year=2189
L11578; D314 != D204 TRUE
L11579;D594 added 0 years 1944-06-27
L11580;D594 -- 1944-06-26
L11581; D594 month=6
L11582;D251 ++ 2036-05-13
L11583; D251<=D566 TRUE
L11584; D251-D236 = -107478
L11585;D400 added 0 months 2183-11-24
L11586; D400 days_this_month=30
L11587; D400 == D418 FALSE
L11588;D117 added 4 months 2384-06-28
L11589;D117 -- 2384-06-27
L11590; D117 printed 2384-06-27
L11591; D117>D257 FALSE
L11592; D208-D172 = 61527
L11593;D189 -- 2340-08-23
L11594;D189 added 2 months 2340-10-23
L11595; D189<D559 TRUE
L11596; D189 month=10
L11597; D249 week_day_name=sunday
L11598;D155 -- 2274-02-04
L11599;D155 added 0 years 2275-02-04
L11600; D155 week_day=4
L11601; D155 year=2275
L11602; D155 week_day_name=thursday
L11603; D155-D220 = 94839
L11604;D324 added -1 years 2168-06-15
L11605;D324 added 0 years 2169-06-15
L11606; D489>D203 TRUE
L11607; D489 != D11 TRUE
L11608; D489 month_name=february
L11609;D89 += -3 2336-03-04
L11610;D89 -= 9 2336-02-24
L11611; D89 days_this_month=29
L11612; D89-D395 = 65307
L11613; D252 year=2171
L11614; D252<D565 TRUE
L11615; D252 day=28
L11616;D186 -= 0 2138-03-25
L11617; D186 month_name=march
L11618; D186 days_this_month=31
L11619; D186 mod_julian_day=102031
L11620; D186-D0 = -13592
L11621;D65 added 5 years 2164-10-28
L11622; D65 week_day_name=sunday
L11623; D65>=D556 FALSE
L11624;D523 -= 1 2243-10-24
L11625; D523<D582 FALSE
L11626;D15 added 0 months 1969-04-04
L11627; D15 month_name=april
L11628; D15 year=1969
L11629;D539 added 0 years 2046-02-17
L11630;D539=D108 2048-04-02
L11631; D539>=D131 FALSE
L11632;D363 added 0 months 2109-08-07
L11633;D339 added 8 years 2352-09-03
L11634; D339 == D319 FALSE
L11635;D17 -- 2328-05-21
L11636;D17 added -10 years 2318-05-21
L11637;D521 += -8 2372-12-09
L11638;D233 -- 2020-11-08
L11639;D233 ++ 2020-11-09
L11640; D233>D291 FALSE
L11641; D233 != D437 TRUE
L11642; D364 days_this_month=31
L11643; D364-D464 = -1673
L11644; D494 day=18
L11645; D135 printed 2026-02-15
L11646; D135<=D391 TRUE
L11647;D344 -= -7 2274-12-19
L11648; D344-D236 = -20331
L11649; D344 week_day=6
L11650;D228 ++ 2216-11-07
L11651;D228 added 4 years 2220-11-07
L11652; D178 week_day_name=thursday
L11653;D589=D155 2275-02-04
L11654;D589 added 4 years 2279-02-04
L11655;D230 added 0 years 2141-08-13
L11656;D230 ++ 2141-08-14
L11657; D230 month=8
L11658; D22<D94 TRUE
L11659; D22<=D172 TRUE
L11660; D22>D272 FALSE
L11661; D22>=D142 FALSE
L11662; D491 year=2327
L11663; D491 week_day_name=thursday
L11664;D402 += -10 1991-05-17
L11665;D402 added 0 months 1991-06-17
L11666; D402 days_this_month=30
L11667; D402 week_day=1
L11668; D496 day=8
L11669;D242 added 0 months 2092-04-04
L11670; D242>=D89 FALSE
L11671; D242 mod_julian_day=85241
L11672; D483 week_day=2
L11673; D483>=D7 FALSE
L11674; D504 printed 2304-03-22
L11675; D504 day=22
L11676; D498 week_day_name=sunday
L11677; D498 year=2025
L11678;D473 ++ 2172-06-04
L11679;D473=D126 1960-02-22
L11680;D260 added 1 years 2057-09-23
L11681;D260 added -6 months 2057-03-23
L11682; D260>=D240 FALSE
L11683;D179 added 0 years 2376-03-20
L11684;D179 added -4 years 2372-03-20
L11685; D179 == D318 FALSE
L11686; D270 month_name=april
L11687; D270 printed 2094-04-23
L11688; D270 month=4
L11689;D587 added 0 months 2133-08-25
L11690;D587 += 3 2133-08-28
L11691; D587 month=8
L11692; D587 day=28
L11693;D42 added 0 years 2074-02-28
L11694; D42 month=2
L11695; D42<D311 FALSE
L11696; D42>=D379 FALSE
L11697;D145 ++ 2172-10-02
L11698;D145 added 0 months 2172-11-02
L11699; D145 month_name=november
L11700;D229=D482 2214-10-03
L11701; D229 week_day=1
L11702; D229<=D316 FALSE
L11703; D229>=D545 TRUE
L11704; D229>D114 FALSE
L11705;D538 added 0 months 2005-03-29
L11706;D538 ++ 2005-03-30
L11707; D538 day=30
L11708; D538<=D344 TRUE
L11709; D511-D440 = 101531
L11710; D511 == D1 FALSE
L11711; D511 printed 2332-02-29
L11712;D44 added 7 months 2081-10-29
L11713;D44 += -3 2081-10-26
L11714; D44-D573 = -33106
L11715; D266 week_day_name=saturday
L11716; D57 day=8
L11717; D69 week_day=6
L11718; D69<D33 TRUE
L11719; D69<=D520 TRUE
L11720; D69>=D392 FALSE
L11721;D387 added 0 years 2249-09-16
L11722;D387 -- 2249-09-15
L11723; D387-D319 = -55960
L11724;D27 += 6 2203-04-03
L11725;D27 -= 10 2203-03-24
L11726; D27<=D12 FALSE
L11727;D80 added -7 months 2232-11-28
L11728; D80 == D439 FALSE
L11729; D80>D165 FALSE
L11730; D145>D36 TRUE
L11731; D145 week_day=1
L11732; D145 != D1 TRUE
L11733; D145 year=2172
L11734;D300 += 6 2114-08-21
L11735; D300>=D290 TRUE
L11736; D300 year=2114
L11737;D257 ++ 2392-07-07
L11738; D257<D170 FALSE
L11739; D257 week_day_name=tuesday
L11740;D564 += 6 2216-07-02
L11741;D564 added 0 years 2217-07-02
L11742; D564 days_this_month=31
L11743; D564 mod_julian_day=130984
L11744;D579=D332 1931-12-16
L11745;D579 added 10 months 1932-10-16
L11746; D579 != D53 TRUE
L11747; D575 == D370 FALSE
L11748; D575<D461 FALSE
L11749; D575<=D322 TRUE
L11750; D575 days_this_month=31
L11751;D300 ++ 2114-08-22
L11752;D300 added 0 years 2115-08-22
L11753; D300 month=8
L11754; D88<=D280 FALSE
L11755; D88 printed 2395-10-20
L11756; D88 == D373 FALSE
L11757;D121 added 0 months 2200-10-28
L11758;D121=D185 2251-07-04
L11759; D121 printed 2251-07-04
L11760; D121<D196 FALSE
L11761; D81 month_name=april
L11762; D81 == D350 FALSE
L11763; D81 month=4
L11764; D205<D339 TRUE
L11765;D69=D337 1919-11-11
L11766; D69 == D367 FALSE
L11767; D69<D449 TRUE
L11768; D69 != D189 TRUE
L11769;D83 -= -3 2244-03-28
L11770; D83 week_day_name=thursday
L11771; D83 != D120 TRUE
L11772; D83<=D507 FALSE
L11773;D14 ++ 1962-05-05
L11774;D14 added -3 years 1959-05-05
L11775; D14 month_name=may
L11776; D14 != D228 TRUE
L11777; D338 mod_julian_day=66665
L11778; D338 month=5
L11779; D338 week_day=7
L11780; D338 != D455 TRUE
L11781;D192=D345 2073-03-02
L11782;D192 added 0 months 2073-04-02
L11783; D192 month=4
L11784; D192<D113 TRUE
L11785; D192 year=2073
L11786;D43 added 0 months 2076-03-29
L11787; D43 == D424 FALSE
L11788; D43<=D124 TRUE
L11789;D208=D234 2260-06-30
L11790; D208 days_this_month=30
L11791; D208<D284 FALSE
L11792; D208 week_day=6
L11793;D6 -- 2060-03-30
L11794; D6<D179 TRUE
L11795; D6 year=2060
L11796;D208 -= 2 2260-06-28
L11797; D208>D119 FALSE
L11798; D208 day=28
L11799; D208 month_name=june
L11800; D208<=D310 FALSE
L11801;D369 added 0 years 2087-04-05
L11802;D369 added 0 months 2087-05-05
L11803; D369 == D295 FALSE
L11804; D369 month_name=may
L11805; D369 days_this_month=31
L11806; D369<D32 FALSE
L11807;D514 added -2 months 2172-07-29
L11808;D514 added -8 years 2164-07-29
L11809;D130 += 1 1932-05-22
L11810;D130 added -10 months 1931-07-22
L11811; D130 year=1931
L11812; D130 week_day=3
L11813; D130>=D190 FALSE
L11814; D130<=D208 TRUE
L11815;D353=D420 2182-10-28
L11816;D353 added 0 years 2183-10-28
L11817;D386 added 0 years 2244-05-03
L11818; D386 != D303 TRUE
L11819; D386>D155 FALSE
L11820;D519 -= 3 2054-10-06
L11821;D519 -- 2054-10-05
L11822; D519 printed 2054-10-05
L11823; D519>D248 FALSE
L11824;D532=D450 2077-03-28
L11825; D532 mod_julian_day=79755
L11826;D65 added 0 months 2164-11-28
L11827; D65-D503 = 27680
L11828; D65 != D466 TRUE
L11829; D65>D105 FALSE
L11830;D487 added 4 months 2335-07-06
L11831; D487>D331 TRUE
L11832;D564 added 5 months 2217-12-02
L11833;D564 -- 2217-12-01
L11834;D106 += 0 2356-03-29
L11835;D106 added 9 years 2365-03-29
L11836; D106 month=3
L11837; D68 month=4
L11838; D68 day=1
L11839; D68 year=2180
L11840; D508 day=26
L11841; D508 month=2
L11842; D508 == D91 FALSE
L11843; D508 != D564 TRUE
L11844;D53 -- 1993-10-15
L11845;D53 += 6 1993-10-21
L11846; D53<=D520 TRUE
L11847; D53 mod_julian_day=49281
L11848; D53 day=21
L11849; D53 days_this_month=31
L11850;D146 added 0 years 2270-12-08
L11851; D146 day=8
L11852;D369 added 9 years 2096-05-05
L11853;D369 ++ 2096-05-06
L11854; D369-D428 = -25103
L11855; D369 != D138 TRUE
L11856; D212 printed 2298-12-22
L11857; D212 == D368 FALSE
L11858;D540=D199 2119-02-23
L11859;D540 += -10 2119-02-13
L11860; D540-D323 = 36307
L11861;D533 -- 1981-01-26
L11862;D533 added -7 months 1980-06-26
L11863; D533 year=1980
L11864; D533 days_this_month=30
L11865; D533 week_day=4
L11866; D216<=D433 TRUE
L11867;D528 added -3 months 2200-04-20
L11868; D528 mod_julian_day=124702
L11869; D528>=D234 FALSE
L11870; D528 printed 2200-04-20
L11871;D188 ++ 2169-09-10
L11872;D188 -- 2169-09-09
L11873; D10 month_name=february
L11874; D10 days_this_month=28
L11875; D10 month=2
L11876;D287 ++ 2050-08-25
L11877; D287<D373 FALSE
L11878; D287 week_day=4
L11879; D287-D74 = -11731
L11880;D423 -= -3 1968-03-03
L11881;D423 added 5 years 1973-03-03
L11882;D15 added -9 months 1968-07-04
L11883;D344 added 0 months 2275-01-19
L11884;D344 added 0 years 2276-01-19
L11885; D344 week_day=3
L11886;D461 added 9 months 2029-03-27
L11887; D461 day=27
L11888; D461 week_day_name=tuesday
L11889; D461<D236 TRUE
L11890;D265 ++ 2155-03-08
L11891;D265 added 0 years 2156-03-08
L11892; D265 mod_julian_day=108589
L11893;D312 added 8 months 2136-11-21
L11894; D312 month_name=november
L11895; D312 == D400 FALSE
L11896; D312 printed 2136-11-21
L11897; D312 days_this_month=30
L11898;D131 ++ 2232-10-13
L11899; D131 != D29 TRUE
L11900; D131 year=2232
L11901; D131 days_this_month=31
L11902; D198 printed 1949-02-25
L11903; D198 day=25
L11904; D398>D102 FALSE
L11905; D537 mod_julian_day=26634
L11906; D537<=D297 TRUE
L11907; D537 month_name=october
L11908; D537 year=1931
L11909;D157 -- 2264-04-13
L11910;D157 added 0 years 2265-04-13
L11911; D565 week_day=6
L11912;D86 added 0 years 2258-07-30
L11913; D86<D108 FALSE
L11914; D86 != D26 TRUE
L11915; D86 year=2258
L11916;D536 -- 2073-02-27
L11917;D536 ++ 2073-02-28
L11918; D536>D74 FALSE
L11919; D536 mod_julian_day=78266
L11920; D536<=D406 TRUE
L11921; D536 month=2
L11922; D588>=D339 FALSE
L11923;D366 added 0 years 2350-02-12
L11924;D366 += -1 2350-02-11
L11925;D497=D218 2058-12-24
L11926; D497 week_day=2
L11927;D316=D340 2167-05-12
L11928; D316<=D11 TRUE
L11929;D109 added 0 months 2182-11-18
L11930;D109 added -4 months 2182-07-18
L11931; D109 year=2182
L11932; D109>D282 TRUE
L11933; D109<D563 TRUE
L11934; D109 week_day=4
L11935;D3 -= -8 2010-03-28
L11936; D3<=D582 TRUE
L11937; D3 printed 2010-03-28
L11938; D3 week_day_name=sunday
L11939; D3 month_name=march
L11940; D103<=D254 FALSE
L11941; D103-D488 = 57163
L11942; D37 mod_julian_day=70593
L11943; D37<D20 TRUE
L11944; D37 days_this_month=29
L11945;D134 added 0 years 1993-03-10
L11946; D134<=D372 TRUE
L11947; D134-D434 = -6930
L11948; D134<D408 TRUE
L11949;D501 added 0 years 2292-02-22
L11950; D501 days_this_month=29
L11951; D501 == D368 FALSE
L11952; D501<=D164 FALSE
L11953; D501 mod_julian_day=158247
L11954; D261 printed 2082-09-17
L11955;D183 ++ 2217-05-17
L11956;D183 added 0 months 2217-06-17
L11957; D183<=D389 TRUE
L11958; D183 printed 2217-06-17
L11959; D183 month_name=june
L11960;D208=D589 2279-02-04
L11961;D208 += -10 2279-01-25
L11962; D208-D500 = -792
L11963; D208 week_day=6
L11964;D437 += 8 2144-05-17
L11965;D437 ++ 2144-05-18
L11966; D437 != D235 TRUE
L11967;D441 added 0 months 2042-02-28
L11968; D441>D312 FALSE
L11969;D189 -= -8 2340-10-31
L11970; D189<=D186 FALSE
L11971; D189 != D10 TRUE
L11972;D170 -= -5 1985-03-24
L11973; D170 != D382 TRUE
L11974; D170 year=1985
L11975;D292 -- 2183-08-16
L11976; D292 == D174 FALSE
L11977;D481 -= -9 2208-12-06
L11978;D113 -- 2366-02-28
L11979; D113 year=2366
L11980;D163 -= -4 2342-11-28
L11981;D163 added -10 months 2342-01-28
L11982; D163 week_day_name=wednesday
L11983;D432 added 0 years 2017-06-28
L11984; D432<D105 TRUE
L11985; D432-D545 = -55366
L11986; D310 != D435 TRUE
L11987; D310 month_name=february
L11988; D310 year=2020
L11989;D328 -- 2238-12-02
L11990; D114<D337 FALSE
L11991; D114 printed 2373-03-26
L11992; D114 == D218 FALSE
L11993; D114 year=2373
L11994;D343 added 0 months 2339-11-07
L11995; D343 week_day=2
L11996; D343 month_name=november
L11997;D426 += 10 1977-05-02
L11998;D426 added -8 months 1976-09-02
L11999; D426 mod_julian_day=43023
L12000; D426 month_name=september
L12001; D111 year=2360
L12002; D111<=D206 FALSE
L12003; D111 week_day=6
L12004; D129 mod_julian_day=168478
L12005;D471 added 0 years 2165-03-02
L12006; D471-D31 = 50040
L12007; D471 != D344 TRUE
L12008; D471 year=2165
L12009;D16 added 0 years 1969-04-02
L12010;D16 += 5 1969-04-07
L12011; D16 days_this_month=30
L12012; D16>D485 FALSE
L12013; D16 day=7
L12014; D16 printed 1969-04-07
L12015;D350=D195 1956-06-05
L12016;D350 added 0 months 1956-06-05
L12017;D118 -- 2170-08-07
L12018; D118 year=2170
L12019; D118-D529 = 82663
L12020; D118 day=7
L12021; D118 month_name=august
L12022; D469 day=30
L12023; D469 days_this_month=31
L12024; D345-D314 = -42655
