L1;D set_k_time 1906167765
L33566; D446 days_this_month=30
L33567;D49 added 0 years 2399-03-16
L33568;D3 added 0 months 1993-03-15
L33569;D3 added 7 months 1993-10-15
L33570; D3 printed 1993-10-15
L33571; D3 year=1993
L33572; D3 day=15
L33573; D208<=D79 TRUE
L33574; D208 mod_julian_day=46368
L33575; D116 week_day=6
L33576; D116 days_this_month=31
L33577;D310 -- 2027-05-26
L33578; D310 != D21 TRUE
L33579; D310 week_day_name=wednesday
L33580; D310 printed 2027-05-26
L33581; D310 day=26
L33582;D386 added 0 years 2007-09-23
L33583; D386 printed 2007-09-23
L33584;D369 ++ 2044-03-15
L33585; D369 printed 2044-03-15
L33586; D369 year=2044
L33587; D369 week_day=1
L33588; D369 mod_julian_day=67702
L33589;D20 added 4 years 2042-04-22
L33590;D163=D20 2042-04-22
L33591; D20>=D112 TRUE
L33592; D20 days_this_month=30
L33593;D44=D436 2121-07-07
L33594; D436 week_day_name=monday
L33595;D250 added 0 months 2003-06-20
L33596;D269 += 1 1965-10-11
L33597;D269 ++ 1965-10-12
L33598; D318 day=9
L33599; D245 year=1981
L33600; D373 == D490 FALSE
L33601; D373>D241 FALSE
L33602; D373<=D304 FALSE
L33603; D130>D146 FALSE
L33604; D483 week_day=3
L33605;D409 += 6 2190-05-16
L33606;D409 added -4 months 2190-01-16
L33607; D409 printed 2190-01-16
L33608;D205=D110 1904-08-02
L33609;D453=D111 2138-01-18
L33610; D111-D75 = -17694
L33611; D419 month=4
L33612; D419 week_day_name=saturday
L33613; D24 days_this_month=31
L33614; D24 year=2268
L33615;D154 -- 2073-06-06
L33616;D365 ++ 2429-10-02
L33617; D365 mod_julian_day=208524
L33618; D365 printed 2429-10-02
L33619; D365 != D317 TRUE
L33620;D396 -= 1 2215-05-05
L33621;D165=D396 2215-05-05
L33622; D396 day=5
L33623; D396 week_day_name=saturday
L33624; D396<D418 FALSE
L33625; D396 month=5
L33626;D131 ++ 2313-08-05
L33627;D131 -= -4 2313-08-09
L33628;D181 added -8 years 2033-09-01
L33629; D181<D352 FALSE
L33630; D181-D342 = -56006
L33631;D319 added 4 months 2012-07-15
L33632;D319 ++ 2012-07-16
L33633; D319>D215 FALSE
L33634; D319>=D21 FALSE
L33635; D319<=D306 TRUE
L33636; D319 != D256 TRUE
L33637;D126 -- 2436-11-16
L33638; D126<=D437 FALSE
L33639; D126 month_name=november
L33640; D126 == D102 FALSE
L33641; D126 printed 2436-11-16
L33642;D7 added 0 months 2192-03-15
L33643; D158 day=4
L33644;D473 ++ 2028-05-09
L33645;D473 added 8 months 2029-01-09
L33646; D473 mod_julian_day=62145
L33647;D93 added 0 months 1975-02-09
L33648; D93 printed 1975-02-09
L33649; D93 week_day=7
L33650; D93 mod_julian_day=42452
L33651; D93>=D384 TRUE
L33652;D414 added 0 years 1938-01-17
L33653;D414 -- 1938-01-16
L33654; D414<=D232 TRUE
L33655;D130 added 0 months 1981-05-08
L33656;D130 += 3 1981-05-11
L33657; D130 days_this_month=31
L33658; D130 month_name=may
L33659; D130 printed 1981-05-11
L33660; D130 week_day=1
L33661; D72 printed 2000-08-23
L33662; D72-D64 = -57224
L33663; D72>=D428 FALSE
L33664; D72 week_day_name=tuesday
L33665;D309=D427 2456-05-17
L33666; D462 week_day=7
L33667; D462 printed 1940-09-22
L33668; D462 day=22
L33669; D462 month=9
L33670;D120 added 0 years 2014-11-09
L33671; D120 mod_julian_day=56970
L33672; D120<=D262 FALSE
L33673; D120-D78 = 10719
L33674; D120 year=2014
L33675; D409 month=1
L33676; D409<D232 FALSE
L33677; D409 != D48 TRUE
L33678; D409 mod_julian_day=120956
L33679;D138 added -6 years 2129-12-16
L33680;D138 added -4 months 2129-08-16
L33681; D138>=D65 TRUE
L33682;D272 += 9 2043-04-11
L33683; D272 week_day_name=saturday
L33684; D272 mod_julian_day=67350
L33685;D448=D427 2456-06-02
L33686;D427 added -3 months 2456-02-17
L33687; D427 year=2456
L33688;D47 -= -8 2403-03-22
L33689; D47 month_name=march
L33690; D47 printed 2403-03-22
L33691;D341 -- 2069-04-08
L33692;D341 -= -7 2069-04-15
L33693; D341 month_name=april
L33694; D341>D377 TRUE
L33695; D341 day=15
L33696; D341 week_day=1
L33697;D312 added -1 months 2030-11-22
L33698;D312 -- 2030-11-21
L33699; D312 year=2030
L33700; D312 != D100 TRUE
L33701; D312-D181 = -1015
L33702;D465 -= 2 1942-10-25
L33703;D465 ++ 1942-10-26
L33704; D465 week_day_name=sunday
L33705; D465 year=1942
L33706; D465 printed 1942-10-26
L33707; D465 != D76 TRUE
L33708; D400 week_day=2
L33709; D400 month=5
L33710; D400 days_this_month=31
L33711; D236 week_day_name=sunday
L33712; D236>D497 FALSE
L33713;D482 -- 2003-08-04
L33714;D474=D482 2003-08-04
L33715; D482 week_day_name=sunday
L33716; D482-D133 = -149434
L33717;D468 += 4 1984-03-14
L33718; D468-D87 = -15001
L33719; D468 week_day_name=wednesday
L33720; D468 week_day=3
L33721;D334 -= 7 2012-02-05
L33722; D334 month=2
L33723;D373 -= -2 2003-12-26
L33724;D444=D373 2003-12-26
L33725; D373>D485 FALSE
L33726;D286 added 1 years 2102-06-24
L33727; D286 day=24
L33728; D286 printed 2102-06-24
L33729; D286 mod_julian_day=88987
L33730; D286 week_day=6
L33731;D398=D121 2324-05-28
L33732; D121 == D213 FALSE
L33733; D121>=D131 TRUE
L33734;D49 ++ 2399-03-17
L33735; D49>=D83 TRUE
L33736; D49 printed 2399-03-17
L33737; D49-D456 = 127968
L33738; D49 month_name=march
L33739; D479>=D366 FALSE
L33740; D199<D86 TRUE
L33741; D199 month_name=july
L33742; D199 mod_julian_day=205145
L33743; D199 != D419 TRUE
L33744; D191>D63 FALSE
L33745;D203 added 0 years 1996-01-07
L33746;D203 -- 1996-01-06
L33747; D203-D55 = -1194
L33748; D203 day=6
L33749; D203>D163 FALSE
L33750; D167 printed 1991-10-07
L33751; D399 mod_julian_day=50535
L33752; D399<D466 FALSE
L33753;D324 -- 2062-07-30
L33754; D324 printed 2062-07-30
L33755; D324>D413 FALSE
L33756; D324 days_this_month=31
L33757;D469 added 0 years 2006-11-26
L33758; D469>=D297 FALSE
L33759; D469 days_this_month=30
L33760; D469>D226 FALSE
L33761; D469 year=2006
L33762;D27 added 0 years 2152-03-10
L33763; D27 day=10
L33764; D27 mod_julian_day=107144
L33765; D27>D456 TRUE
L33766; D380-D364 = 14364
L33767; D132 mod_julian_day=28024
L33768;D434 added 0 months 1980-12-27
L33769;D434 added 7 years 1987-12-27
L33770; D434<D36 TRUE
L33771; D434 day=27
L33772; D434 year=1987
L33773; D434-D176 = -29019
L33774;D344 added -10 years 1985-04-27
L33775;D344 added 0 years 1986-04-27
L33776; D344 month_name=april
L33777; D344 mod_julian_day=46547
L33778;D54 added 0 years 2011-10-10
L33779;D54 -= 8 2011-10-02
L33780;D93=D55 1999-04-27
L33781;D55 added 1 months 1999-05-14
L33782; D307<=D322 FALSE
L33783; D307-D122 = -16615
L33784; D307 mod_julian_day=85025
L33785;D53 -= -2 1983-10-17
L33786;D29=D53 1983-10-17
L33787; D53 year=1983
L33788; D53 week_day=7
L33789; D53 != D38 TRUE
L33790; D53-D69 = -78133
L33791;D335 += -6 2091-04-22
L33792; D335 month_name=april
L33793; D335 mod_julian_day=84906
L33794; D335 != D479 TRUE
L33795; D335 == D300 FALSE
L33796; D112 printed 1985-07-08
L33797; D112 day=8
L33798; D112 == D395 FALSE
L33799;D270=D389 2463-05-12
L33800; D389 week_day_name=saturday
L33801; D389 year=2463
L33802; D180 day=20
L33803; D180 days_this_month=30
L33804;D424 added 2 months 2045-07-05
L33805;D459 added 9 years 2435-03-29
L33806;D459 added -10 months 2434-05-27
L33807; D459 day=27
L33808; D459 month_name=may
L33809; D459 month=5
L33810; D459 != D201 TRUE
L33811;D386 added 9 years 2016-09-23
L33812;D386 added 3 months 2016-12-23
L33813;D369 ++ 2044-03-16
L33814; D369 mod_julian_day=67703
L33815;D209 += 7 2000-05-31
L33816;D209 ++ 2000-06-01
L33817; D209 != D306 TRUE
L33818; D71 mod_julian_day=25102
L33819; D450<=D391 TRUE
L33820; D450 printed 1997-04-28
L33821;D166 added 0 months 2305-02-23
L33822;D166 += -8 2305-02-15
L33823; D166>=D206 TRUE
L33824; D166<=D64 FALSE
L33825; D166 month=2
L33826; D453 day=18
L33827; D453 year=2138
L33828;D432=D267 2021-09-15
L33829; D267>D148 TRUE
L33830; D260>=D306 FALSE
L33831; D233<D142 FALSE
L33832; D233>D77 FALSE
L33833; D233 == D88 FALSE
L33834; D233 != D287 TRUE
L33835;D441=D230 1974-11-07
L33836;D230 -- 1974-10-24
L33837; D230 week_day=3
L33838; D230 month_name=october
L33839; D230 mod_julian_day=42357
L33840; D230<=D106 TRUE
L33841; D19 printed 2463-05-27
L33842; D19<=D356 FALSE
L33843; D19-D257 = 170436
L33844; D19 printed 2463-05-27
L33845;D171 added 0 months 2037-03-11
L33846; D171 year=2037
L33847; D171 month_name=march
L33848; D499 day=23
L33849; D499 year=2038
L33850; D499 mod_julian_day=65518
L33851; D360<D234 TRUE
L33852; D77>D82 TRUE
L33853; D77 month_name=december
L33854; D77 mod_julian_day=227215
L33855; D77 printed 2480-12-04
L33856;D444 ++ 2003-12-27
L33857; D444 day=27
L33858; D444 week_day=5
L33859; D444 != D407 TRUE
L33860; D371 year=2012
L33861; D371<=D336 FALSE
L33862;D435=D80 1983-04-10
L33863;D80 += -6 1983-04-17
L33864;D232 added -8 years 2045-09-30
L33865;D232 += -9 2045-09-21
L33866; D232 days_this_month=30
L33867;D97 -- 2018-12-04
L33868;D97 added 6 months 2019-06-04
L33869; D97 week_day=2
L33870; D97 mod_julian_day=58638
L33871;D126 added -5 months 2436-06-16
L33872; D126 printed 2436-06-16
L33873; D126 week_day_name=monday
L33874;D60 ++ 2013-12-28
L33875;D60 += -3 2013-12-25
L33876; D60<D361 TRUE
L33877; D60-D473 = -5481
L33878;D41=D207 2156-06-27
L33879;D207 added 0 months 2156-08-11
L33880; D207 year=2156
L33881; D207 printed 2156-08-11
L33882; D207 month=8
L33883; D31 week_day_name=saturday
L33884; D31>=D10 FALSE
L33885; D31 printed 1983-10-02
L33886; D31 year=1983
L33887;D91 += -4 2162-07-10
L33888;D91 -= 8 2162-07-02
L33889; D91 month_name=july
L33890;D410=D306 2124-09-02
L33891;D306 added 0 years 2125-09-02
L33892; D338 year=1988
L33893; D338 week_day_name=saturday
L33894; D338 printed 1988-10-22
L33895; D338 month=10
L33896;D476 added -10 years 2041-03-29
L33897; D476 == D121 FALSE
L33898; D476 week_day_name=thursday
L33899; D476<D479 FALSE
L33900; D476<=D423 FALSE
L33901;D348 added 0 months 1980-01-26
L33902;D378 += -2 1985-12-21
L33903;D378 ++ 1985-12-22
L33904; D378 days_this_month=31
L33905; D378-D193 = -173316
L33906; D204>D403 FALSE
L33907; D204 mod_julian_day=49737
L33908; D204 month_name=january
L33909; D204 week_day_name=friday
L33910;D427 += 8 2456-02-25
L33911; D427<=D4 FALSE
L33912; D427>D18 TRUE
L33913; D427 week_day=7
L33914; D427 printed 2456-02-25
L33915;D70 -- 2442-09-19
L33916;D70 added 0 years 2443-09-19
L33917; D70<D425 FALSE
L33918;D2=D479 1991-10-15
L33919; D479 == D309 FALSE
L33920; D479>=D414 TRUE
L33921; D479 printed 1991-10-02
L33922; D479 != D421 TRUE
L33923; D414 mod_julian_day=28927
L33924; D414 != D175 TRUE
L33925; D414 day=16
L33926; D199<D84 FALSE
L33927; D323<=D81 TRUE
L33928; D323 days_this_month=31
L33929;D358 added -9 years 1961-10-24
L33930;D358 added 0 months 1961-11-24
L33931; D358<=D229 TRUE
L33932;D298 added -1 months 1997-06-16
L33933;D38=D298 1997-06-16
L33934;D499 added 0 months 2038-04-23
L33935; D499<D66 TRUE
L33936; D499 printed 2038-04-23
L33937; D278 == D189 FALSE
L33938; D278 day=2
L33939; D278 year=1935
L33940;D400 ++ 2159-05-16
L33941; D400<=D321 TRUE
L33942; D400 printed 2159-05-16
L33943;D478 added -10 years 2126-04-13
L33944;D478 -= -6 2126-04-19
L33945;D160 += 6 2030-03-03
L33946;D246 += -7 2328-05-19
L33947; D246<=D153 FALSE
L33948; D246 printed 2328-05-19
L33949;D25 += 10 1947-11-19
L33950; D25<=D482 TRUE
L33951; D317<=D72 FALSE
L33952;D498 -- 2139-11-08
L33953; D498 != D463 TRUE
L33954; D498 mod_julian_day=102624
L33955; D498 day=8
L33956; D366 mod_julian_day=59642
L33957; D366 != D253 TRUE
L33958; D361 != D439 TRUE
L33959; D361 printed 2314-12-22
L33960; D312 week_day_name=wednesday
L33961; D312 != D335 TRUE
L33962; D312 day=21
L33963; D312 printed 2030-11-21
L33964;D173 added 9 months 2000-05-07
L33965; D173 == D347 FALSE
L33966; D173<=D213 TRUE
L33967; D173 printed 2000-05-07
L33968; D203 printed 1996-01-06
L33969; D203 != D175 TRUE
L33970; D203<=D348 FALSE
L33971; D203 days_this_month=31
L33972; D183 year=1993
L33973; D183 == D339 FALSE
L33974; D183>D406 FALSE
L33975; D183 days_this_month=30
L33976;D98 -= 6 1986-03-22
L33977; D98 week_day=6
L33978; D98 days_this_month=31
L33979; D98 month_name=march
L33980; D98-D158 = -16784
L33981; D275 week_day_name=friday
L33982; D275 days_this_month=31
L33983; D275 == D496 FALSE
L33984;D297 added -4 years 2432-10-30
L33985;D297 added 1 months 2432-11-30
L33986; D476 printed 2041-03-29
L33987; D476>D427 FALSE
L33988; D476>=D238 TRUE
L33989;D38 added 0 years 1998-06-16
L33990;D38 added 9 years 2007-06-16
L33991; D9 month_name=july
L33992; D9>=D121 FALSE
L33993; D9<=D437 FALSE
L33994; D253 week_day=7
L33995; D106 printed 2030-03-14
L33996; D106 mod_julian_day=62574
L33997; D106>=D263 TRUE
L33998; D402 week_day_name=saturday
L33999;D410 -- 2124-09-01
L34000;D410 added -2 years 2122-09-01
L34001; D410 mod_julian_day=96347
L34002; D410>D345 FALSE
L34003;D54 added 1 months 2011-11-02
L34004;D54 added 0 years 2012-11-02
L34005;D396 += 5 2215-05-10
L34006;D1=D396 2215-05-10
L34007;D138 added 10 years 2139-08-16
L34008;D56 added 9 months 1979-09-14
L34009; D56 mod_julian_day=44143
L34010; D56>D305 FALSE
L34011; D56 == D211 FALSE
L34012;D325 -= 2 2211-08-20
L34013; D325<D43 TRUE
L34014; D325 year=2211
L34015; D325 month_name=august
L34016;D439 added -1 months 1969-10-12
L34017; D439 mod_julian_day=40506
L34018; D439 week_day_name=sunday
L34019;D425 added 0 years 2160-05-29
L34020;D425 ++ 2160-05-30
L34021;D374 added 0 months 1987-06-04
L34022; D300 printed 2150-11-27
L34023; D300 days_this_month=30
L34024;D411 -- 2148-06-03
L34025; D411>D353 TRUE
L34026; D411 week_day_name=monday
L34027; D411 week_day=1
L34028;D318 added 9 years 2464-07-09
L34029;D318 += -2 2464-07-07
L34030;D340 -- 1976-11-18
L34031;D340 added 0 years 1977-11-18
L34032; D340 week_day=4
L34033; D340 mod_julian_day=43478
L34034; D340<D2 TRUE
L34035; D340>D130 FALSE
L34036;D207 ++ 2156-08-12
L34037;D334=D363 1973-12-15
L34038;D363 added 6 years 1979-12-15
L34039; D363>D454 TRUE
L34040; D363 month_name=december
L34041; D363 month=12
L34042; D320 week_day=2
L34043; D320 month=10
L34044; D320 mod_julian_day=119769
L34045; D320 month_name=october
L34046; D380>D11 TRUE
L34047; D380 printed 2136-08-01
L34048;D43 -= -9 2410-09-03
L34049;D43 added 0 years 2411-09-03
L34050; D43 year=2411
L34051; D43 != D434 TRUE
L34052; D43<=D384 FALSE
L34053; D43 month=9
L34054;D441 ++ 1974-11-08
L34055; D441 days_this_month=30
L34056; D441 != D67 TRUE
L34057; D441 printed 1974-11-08
L34058; D420<=D298 FALSE
L34059; D420>=D65 TRUE
L34060;D395 -- 2444-04-14
L34061;D395 added 0 months 2444-05-14
L34062; D395>D259 TRUE
L34063; D395 != D282 TRUE
L34064; D395 mod_julian_day=213846
L34065;D247=D111 2138-01-18
L34066;D111 -- 2138-01-31
L34067;D371 added 1 months 2012-08-03
L34068; D371 printed 2012-08-03
L34069;D240 += -4 1968-12-17
L34070; D240>=D58 FALSE
L34071; D240<=D193 TRUE
L34072; D240 != D13 TRUE
L34073; D240 == D97 FALSE
L34074;D186 ++ 2333-11-20
L34075; D186 != D397 TRUE
L34076; D186<D82 FALSE
L34077; D186>D494 TRUE
L34078; D186 printed 2333-11-20
L34079;D302 added 5 months 2039-09-05
L34080;D302 -- 2039-09-04
L34081; D302>=D437 FALSE
L34082; D302 printed 2039-09-04
L34083; D53 mod_julian_day=45637
L34084; D53>=D240 TRUE
L34085; D53<D157 FALSE
L34086; D53<=D334 FALSE
L34087; D498<D384 FALSE
L34088; D498 printed 2139-11-08
L34089; D498>=D225 TRUE
L34090; D174 printed 2474-12-28
L34091; D174 week_day=5
L34092;D204 added 0 months 1995-02-07
L34093; D204<D366 TRUE
L34094; D204<=D26 FALSE
L34095; D248>D68 FALSE
L34096; D248<D172 TRUE
L34097; D248 day=26
L34098; D248 week_day=5
L34099;D241 ++ 2011-04-28
L34100;D241 added 0 years 2012-04-28
L34101;D14 -= 7 2160-08-14
L34102;D14 ++ 2160-08-15
L34103; D14 month_name=august
L34104; D14<=D416 FALSE
L34105; D14 mod_julian_day=110224
L34106; D42 week_day_name=sunday
L34107;D415=D209 2000-06-14
L34108;D209 += -5 2000-05-27
L34109;D365 added 0 months 2429-11-02
L34110; D365>=D98 TRUE
L34111; D365 week_day=7
L34112; D365 month=11
L34113; D365 printed 2429-11-02
L34114;D419=D62 1991-08-24
L34115;D62 added 0 months 1991-09-24
L34116; D62 mod_julian_day=48536
L34117; D62 month_name=september
L34118; D436>D431 TRUE
L34119; D436 == D276 FALSE
L34120; D436 printed 2121-07-07
L34121; D436>=D184 TRUE
L34122;D274 added 0 months 1956-11-27
L34123;D274 -- 1956-11-26
L34124; D274 printed 1956-11-26
L34125;D214 added 0 months 1981-07-16
L34126; D214 printed 1981-07-16
L34127;D392 -= -3 2028-01-07
L34128;D392 added 0 years 2029-01-07
L34129; D392 != D400 TRUE
L34130; D392 printed 2029-01-07
L34131; D392 days_this_month=31
L34132; D392 week_day=7
L34133;D63=D432 2021-09-02
L34134; D432<=D186 TRUE
L34135; D432 days_this_month=30
L34136; D99 != D398 TRUE
L34137; D99>=D460 FALSE
L34138; D99 day=23
L34139; D99 printed 2026-12-23
L34140;D476 added 0 years 2042-03-29
L34141;D476 added 8 months 2042-11-29
L34142; D476-D110 = 50536
L34143; D65 week_day=7
L34144;D330 ++ 2190-05-29
L34145;D330 added -9 months 2189-08-27
L34146; D330 == D39 FALSE
L34147;D328=D218 2050-03-21
L34148;D218 added -2 months 2050-01-21
L34149; D218 days_this_month=31
L34150; D218 printed 2050-01-21
L34151; D218 != D392 TRUE
L34152; D218<=D12 FALSE
L34153;D311=D349 2128-04-28
L34154; D349-D250 = 45590
L34155;D270 added 5 years 2468-05-12
L34156; D270>D442 TRUE
L34157;D430 added 0 months 1978-02-26
L34158; D430 day=26
L34159; D430 month_name=february
L34160;D146 ++ 2187-02-18
L34161;D119 added -1 years 2068-01-14
L34162;D119 -= -1 2068-01-15
L34163; D119 != D318 TRUE
L34164; D119 month=1
L34165;D226 added 0 years 2449-03-23
L34166; D226 month_name=march
L34167; D226 year=2449
L34168; D226 != D379 TRUE
L34169; D165 != D149 TRUE
L34170;D265 added 0 months 2033-11-20
L34171; D265-D467 = 2044
L34172; D265 week_day_name=sunday
L34173; D265 printed 2033-11-20
L34174;D444 added 0 months 2004-01-27
L34175;D444 -- 2004-01-26
L34176;D58 added -5 months 2032-08-27
L34177;D58 ++ 2032-08-28
L34178; D58 mod_julian_day=63485
L34179; D58-D238 = 5331
L34180; D58<D227 TRUE
L34181;D405 += 9 1971-08-02
L34182;D174=D405 1971-08-02
L34183; D383 mod_julian_day=234123
L34184;D175 added -4 months 2022-11-01
L34185;D175 -- 2022-10-31
L34186; D175 day=31
L34187; D175 days_this_month=31
L34188;D118 added -5 months 2177-09-07
L34189;D250 added 0 months 2003-07-20
L34190;D250 ++ 2003-07-21
L34191; D250-D50 = -51450
L34192; D86 != D58 TRUE
L34193; D86 year=2437
L34194; D86 days_this_month=30
L34195; D86<=D477 FALSE
L34196;D484 added 8 months 1995-08-03
L34197;D484 added 0 years 1996-08-03
L34198; D484 week_day=5
L34199; D484 printed 1996-08-03
L34200; D484 month_name=august
L34201; D339-D345 = 68289
L34202; D339>=D441 TRUE
L34203; D339 == D236 FALSE
L34204;D473 ++ 2029-01-10
L34205;D66=D473 2028-12-28
L34206; D473 week_day_name=wednesday
L34207;D91 ++ 2162-07-03
L34208; D91 printed 2162-07-03
L34209; D91 week_day=6
L34210; D91 != D159 TRUE
L34211;D170=D331 2279-01-26
L34212; D331 day=26
L34213; D331 month_name=january
L34214; D331 printed 2279-01-26
L34215; D331 days_this_month=31
L34216;D70 added 3 years 2446-09-19
L34217;D70 += 9 2446-09-28
L34218;D413 -= -8 2186-02-09
L34219; D413 week_day=4
L34220; D2 printed 1991-10-15
L34221; D2 == D102 FALSE
L34222;D69 added 0 years 2198-09-16
L34223; D69>=D409 TRUE
L34224;D318 added -5 years 2459-07-07
L34225;D318 -- 2459-07-06
L34226;D154 added 0 years 2074-06-06
L34227;D154 added -6 months 2073-12-06
L34228; D154 week_day_name=wednesday
L34229; D154 printed 2073-12-06
L34230;D111 added -1 months 2137-12-31
L34231; D458>D46 FALSE
L34232; D458 mod_julian_day=48311
L34233; D458 mod_julian_day=48311
L34234; D458-D445 = -71551
L34235; D488>=D461 FALSE
L34236;D406=D445 2187-01-04
L34237; D445-D9 = 51676
L34238; D445 year=2187
L34239;D138 -- 2139-08-15
L34240;D138 += -7 2139-08-08
L34241; D138 mod_julian_day=102532
L34242; D138<=D127 TRUE
L34243; D138 printed 2139-08-08
L34244; D138 month_name=august
L34245;D129 += 4 1976-11-02
L34246;D129 ++ 1976-11-03
L34247; D129>D156 FALSE
L34248; D12<=D10 FALSE
L34249; D12 mod_julian_day=47482
L34250; D12>=D98 TRUE
L34251;D218 -- 2050-01-20
L34252;D218 added 0 years 2050-01-20
L34253; D218 month_name=january
L34254; D218 mod_julian_day=69826
L34255;D124=D130 1981-05-11
L34256;D130 += -3 1981-05-08
L34257; D130 month_name=may
L34258; D130 printed 1981-05-08
L34259; D130 days_this_month=31
L34260;D414 added 0 months 1938-02-16
L34261;D414 -= -5 1938-02-21
L34262; D414>D376 FALSE
L34263; D414 != D315 TRUE
L34264; D414 days_this_month=28
L34265; D414 day=21
L34266;D229 -= 10 2003-02-27
L34267; D229 mod_julian_day=52697
L34268; D229 != D180 TRUE
L34269; D229<=D438 TRUE
L34270; D229<D333 TRUE
L34271; D84<=D107 FALSE
L34272;D385=D371 2012-08-03
L34273;D371 ++ 2012-08-04
L34274; D371 mod_julian_day=56143
L34275; D371 week_day=6
L34276; D371-D399 = 5608
L34277; D371 mod_julian_day=56143
L34278;D472 added -10 months 2203-04-01
L34279; D102 week_day_name=monday
L34280;D141 -= -3 1942-11-12
L34281;D362=D141 1942-11-12
L34282; D141 printed 1942-11-12
L34283; D141 year=1942
L34284;D163=D262 2005-01-12
L34285;D262 += -7 2005-01-18
L34286; D37>D448 FALSE
L34287;D327=D72 2000-08-23
L34288; D72 != D469 TRUE
L34289;D177 ++ 2181-02-14
L34290; D177>=D148 TRUE
L34291; D177 days_this_month=28
L34292; D177 mod_julian_day=117712
L34293; D177 day=14
L34294;D242 added 0 years 2280-01-26
L34295;D242 -- 2280-01-25
L34296; D242 day=25
L34297; D242 month=1
L34298;D239 added 0 years 1999-04-11
L34299;D239 -= 8 1999-04-03
L34300; D239<D309 TRUE
L34301; D239 week_day=6
L34302; D239 mod_julian_day=51271
L34303; D360 mod_julian_day=15366
L34304; D360 mod_julian_day=15366
L34305; D360 month=12
L34306; D360<=D331 TRUE
L34307;D410 added 5 years 2127-09-01
L34308; D341 mod_julian_day=76851
L34309; D341 month=4
L34310; D341 mod_julian_day=76851
L34311;D459 added 10 years 2444-05-27
L34312;D459 += 5 2444-06-01
L34313; D459 printed 2444-06-01
L34314; D459-D30 = 151210
L34315; D459 != D181 TRUE
L34316; D459 month=6
L34317;D419 added 0 years 1992-08-24
L34318;D419 ++ 1992-08-25
L34319;D298 added 0 months 1997-07-16
L34320; D298 days_this_month=31
L34321; D298>=D368 FALSE
L34322; D298 month=7
L34323;D71 added -6 months 1927-01-28
L34324; D71 days_this_month=31
L34325; D71 mod_julian_day=24921
L34326; D71<D301 TRUE
L34327; D71 printed 1927-01-28
L34328;D153 added -3 years 2118-04-23
L34329;D110 += 7 1904-08-09
L34330;D110 ++ 1904-08-10
L34331; D160<D143 FALSE
L34332; D160 day=3
L34333; D160>D66 TRUE
L34334;D292 added -10 years 2029-06-18
L34335;D250=D292 2029-06-05
L34336; D292 == D314 FALSE
L34337; D377 month=2
L34338; D377>D147 TRUE
L34339; D377 mod_julian_day=62571
L34340; D377 mod_julian_day=62571
L34341; D441<D54 TRUE
L34342; D441>D172 FALSE
L34343; D441>=D284 FALSE
L34344;D298 added -2 months 1997-05-16
L34345; D298<=D144 TRUE
L34346; D298 week_day=4
L34347; D298 year=1997
L34348; D298 printed 1997-05-16
L34349;D414 added 1 months 1938-03-21
L34350;D414 += 9 1938-03-30
L34351; D223>=D69 TRUE
L34352;D224 added 1 months 2367-04-06
L34353; D224<=D318 TRUE
L34354; D224 month=4
L34355; D224 month_name=april
L34356; D184 week_day_name=monday
L34357; D184 days_this_month=31
L34358; D91 week_day=6
L34359; D91-D209 = 59193
L34360; D91 != D177 TRUE
L34361; D91 printed 2162-07-03
L34362;D123 -= -9 2131-09-16
L34363;D123 added 8 years 2139-09-16
L34364; D123 days_this_month=30
L34365; D123 mod_julian_day=102571
L34366; D123 month_name=september
L34367;D120 ++ 2014-11-10
L34368; D120 mod_julian_day=56971
L34369; D156 day=25
L34370; D156 month_name=may
L34371;D176 -- 2067-05-26
L34372; D176 printed 2067-05-26
L34373; D176 month=5
L34374; D176 week_day=3
L34375; D324 week_day=7
L34376;D282 += -2 1943-07-30
L34377; D282<=D318 TRUE
L34378; D282 week_day_name=friday
L34379; D282 mod_julian_day=30935
L34380;D421 added 4 years 1987-08-25
L34381;D170 += 5 2279-01-31
L34382; D170 mod_julian_day=153492
L34383; D170 printed 2279-01-31
L34384; D170 days_this_month=31
L34385;D185 added 5 months 1994-04-09
L34386;D113=D185 1994-04-22
L34387; D185 month=4
L34388; D185 mod_julian_day=49464
L34389; D185 mod_julian_day=49464
L34390; D185 week_day=5
L34391; D32 month=2
L34392; D32 day=11
L34393;D223 -- 2459-04-23
L34394;D223 added 0 years 2460-04-23
L34395; D223<=D217 TRUE
L34396;D485=D66 2028-12-28
L34397; D66>=D485 TRUE
L34398; D66<D210 FALSE
L34399; D66 mod_julian_day=62146
L34400;D156 -- 2104-05-24
L34401;D331 added 0 years 2280-01-26
L34402;D331 added 0 months 2280-02-26
L34403; D331 days_this_month=29
L34404;D468 ++ 1984-03-15
L34405; D468<=D22 TRUE
L34406; D468 month=3
L34407; D468 printed 1984-03-15
L34408;D246 added 0 months 2328-06-19
L34409;D492=D246 2328-06-19
L34410;D286 added 0 years 2103-06-24
L34411; D286 printed 2103-06-24
L34412; D192 mod_julian_day=214429
L34413; D192 year=2445
L34414; D192 day=18
L34415; D192 == D344 FALSE
L34416;D77 added 0 months 2481-01-04
L34417;D77 added -3 months 2480-10-04
L34418; D77 month_name=october
L34419; D77 mod_julian_day=227154
L34420; D77-D245 = 182340
L34421; D172>=D371 TRUE
L34422;D195=D429 2031-06-08
L34423;D429 added 0 years 2032-06-08
